total_images,last_price,total_area,rooms,ceiling_height,floors_total,living_area,floor,is_apartment,studio,open_plan,kitchen_area,balcony,city_centers_nearest,parks_around3000,ponds_around3000,airports_around30000,publishing_year,publishing_month,is_spb
9,3300000.0,39.3,1,3.0,15,18.0,12,False,False,False,8.0,2,13096.5,0,0,False,2018,10,False
8,4200000.0,36.7,1,2.5,16,18.5,6,False,False,False,8.6,1,15454.0,0,0,False,2018,10,True
20,5450000.0,54.8,2,2.65,16,32.3,9,False,False,False,10.1,0,14137.0,0,0,False,2018,10,True
14,4500000.0,37.1,1,2.56,16,20.0,10,False,False,False,10.0,1,20847.0,0,2,True,2018,10,True
3,10197200.0,68.9,2,2.65,13,36.5,10,False,False,False,10.4,0,6438.0,1,3,True,2018,10,True
11,3900000.0,66.1,3,2.5,5,40.9,1,False,False,False,8.2,0,13096.5,0,0,False,2018,10,False
4,5580000.0,59.0,4,2.5,5,43.0,4,False,False,False,6.9,0,11246.0,0,0,True,2018,10,True
10,4000000.0,38.0,1,2.7,3,20.0,1,False,False,False,7.5,0,13346.0,0,0,False,2018,10,True
20,10990000.0,69.5,3,3.0,10,43.5,4,False,False,False,9.1,0,9831.0,2,0,True,2018,10,True
14,2995000.0,40.4,1,2.65,10,18.6,4,False,False,False,10.78,1,13096.5,0,0,False,2018,10,False
16,3100000.0,37.6,1,2.7,10,17.6,2,False,False,False,10.7,0,13096.5,0,0,False,2018,10,False
7,8500000.0,74.0,3,2.65,5,53.0,3,False,False,False,7.8,0,5899.0,1,0,True,2018,10,True
8,6550000.0,81.5,3,2.65,6,22.5,3,False,False,False,30.0,1,13096.5,0,0,False,2018,10,False
2,3890000.0,69.2,2,2.65,19,43.9,19,False,False,False,9.0,0,15186.0,0,0,False,2018,10,True
20,3900000.0,45.8,2,2.54,9,29.3,4,False,False,False,6.1,0,17695.0,1,1,True,2018,10,True
20,7400000.0,70.0,2,2.65,16,33.0,16,False,False,False,19.0,0,11204.0,1,1,False,2018,10,True
0,3850000.0,30.5,1,2.4,5,19.5,1,True,False,False,5.5,0,8389.0,3,1,True,2018,10,True
8,3600000.0,37.0,1,2.65,16,19.0,11,False,False,False,9.0,0,13096.5,0,0,False,2018,10,False
9,2950000.0,44.7,2,2.6,9,26.3,8,False,False,False,8.3,0,13096.5,0,0,False,2018,10,False
7,11800000.0,82.6,3,2.65,24,55.6,11,False,False,False,9.25,0,14816.0,0,1,False,2018,10,True
10,4500000.0,53.0,1,2.7,25,14.0,22,False,False,False,13.0,1,16685.0,0,0,False,2018,10,True
11,5450000.0,56.6,3,2.5,5,40.0,5,False,False,False,6.5,1,6623.0,2,2,True,2018,10,True
5,8370000.0,62.0,2,3.63,5,37.1,2,False,False,False,14.0,0,2277.0,2,3,True,2018,10,True
13,8700000.0,51.4,1,2.7,14,30.0,9,False,False,False,15.0,2,12349.0,1,0,False,2018,10,True
16,3600000.0,41.3,3,2.7,5,26.5,2,False,False,False,5.2,0,11296.0,0,1,True,2018,10,True
20,1350000.0,34.0,1,2.6,3,18.0,3,False,False,False,8.0,1,13096.5,0,0,False,2018,10,False
7,5200000.0,48.0,2,2.65,9,28.0,4,False,False,False,7.0,2,14707.0,0,0,True,2018,10,True
18,4400000.0,30.7,1,2.5,6,16.8,3,False,False,False,5.7,0,7264.0,1,0,True,2018,10,True
2,2800000.0,60.8,2,2.6,6,35.0,6,False,False,False,11.1,0,13096.5,0,0,False,2018,10,False
5,4790000.0,41.4,1,2.6,16,30.0,14,False,False,False,9.1,0,16464.0,0,1,False,2018,10,True
19,6500000.0,84.0,4,2.58,5,53.3,5,False,False,False,11.4,0,31455.0,0,0,True,2018,10,False
0,3300000.0,29.8,1,2.5,9,23.0,2,False,False,False,6.0,0,10391.0,0,1,False,2018,10,True
19,5750000.0,65.0,2,2.5,6,49.0,6,False,False,False,7.0,2,30759.0,0,1,True,2018,10,False
1,3550000.0,44.0,2,2.6,9,27.0,6,False,False,False,6.4,0,16378.0,0,1,True,2018,10,True
15,3850000.0,36.9,1,2.6,14,17.8,3,False,False,False,6.7,0,14027.0,0,0,True,2018,10,True
17,4450000.0,52.0,2,2.65,5,30.0,1,False,False,False,9.1,0,31150.0,0,0,True,2018,10,False
0,12614850.0,85.1,2,2.65,11,30.0,10,False,False,False,13.1,0,5045.0,1,0,False,2018,10,True
20,12200000.0,85.8,3,2.65,14,47.0,14,False,False,False,16.8,2,12679.0,0,0,True,2018,10,True
3,4950000.0,50.0,2,2.6,9,30.7,7,False,False,False,7.0,2,11208.0,1,0,True,2018,10,True
16,5850000.0,74.0,4,2.55,9,49.0,9,False,False,False,6.5,0,17185.0,1,0,False,2018,10,True
14,4100000.0,34.5,1,2.65,18,15.8,11,False,False,False,10.7,0,12358.0,2,2,False,2018,10,True
9,3650000.0,46.3,2,2.65,5,31.61,3,False,False,False,6.9,0,14416.0,1,1,True,2018,10,True
18,3800000.0,46.0,2,2.54,5,31.2,2,False,False,False,7.0,0,15857.0,0,0,True,2018,10,True
1,5694000.0,94.8,3,2.8,9,53.4,1,False,False,False,16.3,0,13096.5,0,0,False,2018,10,False
11,5950000.0,74.0,4,2.55,9,55.0,1,False,False,False,7.0,2,11655.0,0,0,True,2018,10,True
15,4425000.0,44.0,2,2.5,5,29.5,1,False,False,False,7.2,0,13481.0,0,0,True,2018,10,True
12,5600000.0,55.0,3,2.5,9,38.0,8,False,False,False,7.0,0,13219.0,0,0,True,2018,10,True
17,2950000.0,49.5,2,2.65,5,31.0,3,False,False,False,9.0,2,13096.5,0,0,False,2018,10,False
9,9100000.0,77.0,2,2.8,24,40.0,22,False,False,False,15.5,0,13056.0,0,0,False,2018,10,True
5,4700000.0,58.5,3,3.15,5,39.3,4,False,False,False,9.3,0,5302.0,1,0,True,2018,10,True
10,5254628.0,57.39,3,2.65,5,31.0,3,False,False,False,9.1,0,25866.0,1,1,False,2018,10,True
13,4550000.0,60.0,3,2.55,9,43.3,9,False,False,False,6.3,2,15364.0,0,1,True,2018,10,True
9,1200000.0,44.4,2,2.65,5,27.9,4,False,False,False,5.4,1,13096.5,0,0,False,2018,10,False
15,5500000.0,56.8,3,2.65,9,38.6,1,False,False,False,6.1,0,11578.0,0,1,False,2018,10,True
10,13650000.0,105.0,3,2.8,25,60.0,5,False,False,False,15.4,1,16186.0,0,0,True,2018,10,True
17,1050000.0,30.0,1,2.65,5,16.5,4,False,False,False,5.7,0,13096.5,0,0,False,2018,10,False
0,11620701.0,122.3,2,2.8,3,30.0,3,True,False,False,9.1,0,20802.0,0,1,False,2018,10,True
8,4800000.0,35.0,1,3.0,5,14.0,2,False,False,False,8.0,0,15131.0,3,1,True,2018,10,True
11,4700000.0,44.0,2,2.6,10,28.0,10,False,False,False,6.5,1,13993.0,1,1,False,2018,10,True
0,2550000.0,58.5,3,2.6,2,40.8,2,False,False,False,6.5,0,13096.5,0,0,False,2018,10,False
20,13200000.0,88.0,2,3.0,7,46.5,2,False,False,False,14.6,0,15116.0,0,0,False,2018,10,True
1,5700000.0,48.7,2,2.6,21,26.0,15,False,False,False,8.19,0,16788.0,0,1,True,2018,10,True
0,4900000.0,56.5,3,2.5,5,42.9,5,False,False,False,7.6,1,9400.0,1,0,False,2018,10,True
7,3690000.0,35.1,1,2.54,16,18.8,5,False,False,False,7.4,2,14546.0,1,2,True,2018,10,True
7,2900000.0,42.1,2,2.5,5,27.7,1,False,False,False,5.0,0,13096.5,0,0,False,2018,10,False
17,4960000.0,40.0,1,2.75,25,16.7,16,False,False,False,9.8,0,15365.0,0,1,True,2018,10,True
10,3600000.0,36.5,1,2.5,5,20.4,4,False,False,False,7.0,0,30526.0,3,3,False,2018,10,False
0,2700000.0,57.0,2,2.75,5,31.0,3,False,False,False,8.5,2,13096.5,0,0,False,2018,10,False
5,4050000.0,38.5,1,2.7,16,20.0,5,False,False,False,10.0,0,13238.0,0,1,False,2018,10,True
8,5250000.0,65.5,3,2.6,9,37.8,1,False,False,False,9.9,0,16029.0,0,1,True,2018,10,True
15,7500000.0,84.1,3,2.9,3,55.0,3,False,False,False,9.6,0,6049.0,1,0,True,2018,10,True
11,3800000.0,30.8,1,2.56,9,15.43,4,False,False,False,8.01,0,9706.0,1,0,False,2018,10,True
10,3230765.0,33.83,1,2.65,5,14.0,1,False,False,False,9.1,0,25865.0,1,1,False,2018,10,True
14,6800000.0,78.4,3,2.7,4,46.5,1,False,False,False,7.0,0,2767.0,0,3,True,2018,10,True
20,7800000.0,80.6,3,2.67,12,47.0,3,False,False,False,14.9,1,13552.0,0,0,False,2018,10,True
9,2550000.0,28.0,1,2.5,5,16.0,5,False,False,False,5.0,0,13096.5,0,0,False,2018,10,False
18,5800000.0,40.0,1,2.7,16,18.0,14,False,False,False,11.0,0,13954.0,0,0,False,2018,10,True
12,4500000.0,35.0,1,2.6,14,17.0,2,False,False,False,10.2,2,12263.0,1,1,True,2018,10,True
9,4300000.0,47.9,2,3.0,5,29.4,1,False,False,False,7.6,0,3813.0,1,1,True,2018,10,True
19,6500000.0,75.0,4,2.5,9,49.0,9,False,False,False,6.0,1,14921.0,1,0,False,2018,10,True
20,4700000.0,47.0,2,2.5,9,28.2,8,False,False,False,7.0,1,17073.0,0,0,False,2018,10,True
18,6800000.0,55.0,2,2.65,5,34.2,5,False,False,False,8.3,0,8109.0,1,1,True,2018,10,True
9,1800000.0,33.0,1,3.0,4,16.0,2,False,False,False,8.0,0,13096.5,0,0,False,2018,10,False
12,5400000.0,38.5,1,3.05,9,20.8,4,False,False,False,8.6,1,11550.0,1,0,False,2018,10,True
19,3250000.0,62.7,3,2.7,9,45.7,7,False,False,False,6.2,2,13096.5,0,0,False,2018,10,False
5,3850000.0,50.0,2,2.5,9,28.0,7,False,False,False,7.5,2,13096.5,0,0,False,2018,10,False
11,4000000.0,39.8,1,2.5,14,21.11,14,False,False,False,8.0,0,8929.0,3,1,False,2018,10,True
10,3650000.0,35.2,1,2.6,4,18.2,4,False,False,False,7.2,0,27031.0,2,3,True,2018,10,False
5,6930000.0,64.6,2,2.65,16,25.2,14,False,False,False,15.5,2,9014.0,0,0,False,2018,10,True
9,6500000.0,70.0,3,2.65,12,44.5,11,False,False,False,8.0,1,11660.0,1,0,False,2018,10,True
14,6800000.0,42.7,1,2.65,10,19.3,2,False,False,False,11.3,0,4281.0,1,1,False,2018,10,True
18,12700000.0,100.9,3,2.73,17,58.3,13,False,False,False,14.2,2,10466.0,1,0,True,2018,10,True
16,5600000.0,57.0,2,2.65,18,35.0,2,False,False,False,10.0,1,19687.0,0,0,False,2018,10,False
13,3600000.0,41.4,2,2.5,5,26.7,3,False,False,False,6.0,0,32358.0,0,0,True,2018,10,False
15,6450000.0,50.5,2,3.04,5,30.3,1,False,False,False,6.3,0,5472.0,2,0,True,2018,10,True
7,3300000.0,74.0,3,2.65,5,42.3,3,False,False,False,8.5,0,13096.5,0,0,False,2018,10,False
9,11490000.0,93.17,3,2.75,25,48.5,17,False,False,False,18.5,5,13370.0,1,0,False,2018,10,True
6,6297880.0,83.66,3,2.65,3,77.0,2,False,False,False,12.39,0,13096.5,0,0,False,2018,10,False
0,5800000.0,79.6,3,2.8,24,49.0,3,False,False,False,9.0,1,18434.0,0,0,True,2018,10,False
20,4600000.0,67.0,2,2.7,10,32.1,8,False,False,False,12.3,0,13096.5,0,0,False,2018,10,False
17,5600000.0,53.4,2,2.65,25,30.59,17,False,False,False,10.3,0,13096.5,0,0,False,2018,10,False
13,2950000.0,31.0,1,2.5,5,17.6,4,False,False,False,6.3,1,11663.0,2,0,False,2018,10,True
5,7090000.0,56.13,2,2.65,25,29.34,19,False,False,False,11.55,1,13242.0,1,0,True,2018,10,True
4,4700000.0,63.0,3,2.5,9,38.6,5,False,False,False,9.0,5,27328.0,0,0,True,2018,10,False
2,4500000.0,37.0,1,2.65,17,16.1,14,False,False,False,10.3,0,17623.0,1,2,True,2018,10,True
4,2050000.0,33.0,1,2.65,25,16.0,12,False,False,False,9.0,0,20682.0,0,0,False,2018,10,False
13,4550000.0,50.0,2,2.6,9,30.2,8,False,False,False,7.0,1,16005.0,0,0,True,2018,10,True
15,1350000.0,52.7,2,2.55,5,29.8,5,False,False,False,8.3,0,13096.5,0,0,False,2018,10,False
6,3800000.0,48.3,2,2.6,4,30.0,1,False,False,False,5.8,0,14712.0,0,2,True,2018,10,True
9,3500000.0,51.0,2,2.6,9,42.0,3,False,False,False,9.0,1,13066.0,0,0,True,2018,10,True
11,5050000.0,50.2,2,2.56,9,30.3,3,False,False,False,10.2,0,13493.0,0,1,True,2018,10,True
17,6450000.0,65.4,3,2.65,4,44.1,4,False,False,False,7.9,0,5921.0,1,2,True,2018,10,True
15,6300000.0,59.7,3,2.5,9,44.0,5,False,False,False,6.0,1,10200.0,0,1,True,2018,10,True
0,1550000.0,47.0,2,2.65,5,30.0,5,False,False,False,7.0,0,13096.5,0,0,False,2018,10,False
10,3500000.0,43.0,2,2.65,5,28.0,1,False,False,False,5.0,0,26676.0,0,0,True,2018,10,False
14,4150000.0,42.0,1,2.6,25,15.1,8,False,False,False,8.7,1,12702.0,0,0,True,2018,10,True
5,5810000.0,70.0,3,2.65,23,40.0,3,False,False,False,12.0,0,13096.5,0,0,False,2018,10,False
11,4300000.0,46.0,1,2.6,10,18.3,5,False,False,False,13.4,0,15030.0,1,3,False,2018,10,True
16,7500000.0,86.0,4,2.6,9,59.5,1,False,False,False,7.6,0,16727.0,0,2,False,2018,10,True
9,7000000.0,55.8,2,2.78,15,33.67,6,False,False,False,9.35,2,12398.0,1,0,True,2018,10,True
10,3650000.0,43.8,1,2.75,16,18.0,10,False,False,False,12.0,0,13096.5,0,0,False,2018,10,False
12,5100000.0,45.5,2,2.65,10,28.1,7,False,False,False,7.0,0,14176.0,0,0,False,2018,10,True
10,6200000.0,57.0,2,2.5,16,30.0,11,False,False,False,7.2,2,10793.0,1,0,False,2018,10,True
10,3200000.0,36.7,1,2.65,22,14.7,22,False,False,False,10.9,2,20878.0,0,1,False,2018,10,True
15,5240000.0,44.7,2,2.6,9,27.4,9,False,False,False,10.0,1,11110.0,1,1,False,2018,10,True
1,4111200.0,93.2,3,2.6,10,52.0,9,False,False,False,9.1,0,13096.5,0,0,False,2018,10,False
20,11650000.0,100.0,3,2.7,12,58.5,6,False,False,False,16.0,0,15091.0,0,1,True,2018,10,True
13,3500000.0,41.5,1,2.55,9,19.3,7,False,False,False,10.2,0,13096.5,0,0,False,2018,10,False
20,5650000.0,48.6,2,2.65,3,26.4,2,False,False,False,6.0,0,27141.0,3,3,True,2018,10,False
9,6380000.0,67.0,3,2.65,14,40.0,8,False,False,False,9.0,1,12314.0,1,1,True,2018,10,True
6,6500000.0,57.0,2,3.07,9,23.5,6,False,False,False,11.1,1,13738.0,2,1,True,2018,10,True
14,9800000.0,63.0,2,3.2,7,30.0,6,False,False,False,20.0,0,2231.0,3,3,True,2018,10,True
5,3180000.0,44.0,2,2.5,5,17.6,1,False,False,False,5.0,0,32455.0,0,0,False,2018,10,False
8,3550000.0,29.3,1,2.65,5,15.2,2,False,False,False,6.9,0,14534.0,0,0,True,2018,10,True
20,5205000.0,33.0,1,3.0,6,13.0,1,False,False,False,8.0,0,9072.0,0,0,True,2018,10,True
5,4700000.0,34.0,1,2.8,18,16.0,6,False,False,False,11.0,2,13096.5,0,0,False,2018,10,False
16,2900000.0,30.1,1,2.5,5,17.0,5,False,False,False,5.3,3,26332.0,0,0,False,2018,10,False
9,3850000.0,45.0,2,2.5,5,30.5,4,False,False,False,7.0,1,16207.0,0,0,True,2018,10,True
15,12750000.0,102.0,3,2.8,7,61.0,4,True,False,False,12.0,5,31886.0,2,2,True,2018,10,False
18,15000000.0,89.3,4,2.95,7,63.1,2,False,False,False,10.0,0,4322.0,1,3,True,2018,10,True
13,5000000.0,57.6,3,2.6,9,35.0,5,False,False,False,6.0,0,12455.0,0,0,False,2018,10,True
8,3485000.0,37.0,1,2.55,6,17.9,2,False,False,False,8.4,0,34044.0,1,1,False,2018,10,False
13,4200000.0,43.3,1,2.7,10,18.7,3,False,False,False,10.8,2,14308.0,0,0,True,2018,10,True
20,10300000.0,63.4,2,2.74,23,36.3,22,False,False,False,12.5,0,16268.0,1,1,True,2018,10,True
20,7600000.0,51.7,2,2.65,15,30.6,3,False,False,False,10.3,1,13492.0,0,0,False,2018,10,True
7,14500000.0,116.0,3,2.76,12,54.0,8,False,False,False,25.0,0,13731.0,1,0,False,2018,10,True
12,3280000.0,32.4,1,2.6,9,17.8,6,False,False,False,6.3,0,10813.0,0,0,False,2018,10,True
12,6100000.0,54.0,2,2.6,16,31.0,14,False,False,False,10.0,2,15079.0,0,0,True,2018,10,True
14,4550000.0,38.2,1,2.65,25,16.2,18,False,False,False,8.3,1,12110.0,0,0,False,2018,10,True
10,1800000.0,40.0,1,2.65,5,30.0,3,False,False,False,8.7,0,13096.5,0,0,False,2018,10,False
20,7100000.0,74.3,4,2.5,9,49.3,1,False,False,False,6.2,0,15033.0,0,0,False,2018,10,True
6,1300000.0,62.0,3,2.55,5,52.0,1,False,False,False,6.0,0,13096.5,0,0,False,2018,10,False
20,8500000.0,71.0,2,2.65,5,38.0,5,False,False,False,13.0,0,6873.0,0,1,True,2018,10,True
12,3300000.0,45.2,2,2.65,9,26.8,3,False,False,False,6.3,0,13096.5,0,0,False,2018,10,False
11,5300000.0,57.0,3,2.55,9,40.0,5,False,False,False,6.0,0,11615.0,1,0,False,2018,10,True
5,9600000.0,87.85,3,2.65,24,52.6,24,False,False,False,14.0,0,17285.0,0,1,False,2018,10,True
20,4700000.0,33.9,1,2.65,25,15.8,10,False,False,False,10.2,1,10337.0,0,0,False,2018,10,True
1,6500000.0,71.0,3,2.5,12,47.5,11,False,False,False,9.0,1,11901.0,2,1,True,2018,10,True
20,5700000.0,80.0,3,2.6,9,51.0,7,False,False,False,12.0,0,29377.0,0,1,True,2018,10,False
8,3690000.0,47.0,2,2.5,5,31.4,1,False,False,False,7.2,0,14335.0,2,0,False,2018,10,True
6,6200000.0,40.3,1,2.81,16,17.7,2,False,False,False,8.7,2,15899.0,0,0,True,2018,10,True
19,7000000.0,51.4,2,2.5,12,29.16,9,False,False,False,13.0,0,15973.0,1,0,True,2018,10,True
20,11490000.0,91.0,3,2.65,10,50.0,3,False,False,False,12.0,0,10131.0,1,2,False,2018,10,True
9,3564000.0,53.0,2,2.65,12,28.0,11,False,False,False,12.0,0,13096.5,0,0,False,2018,10,False
12,4900000.0,46.0,1,3.0,15,16.5,12,False,False,False,12.6,2,14428.0,0,0,True,2018,10,True
0,1890000.0,31.0,1,2.65,5,17.0,3,False,False,False,6.0,0,13096.5,0,0,False,2018,10,False
13,3700000.0,48.0,2,2.5,9,29.0,4,False,False,False,6.0,1,13096.5,0,0,False,2018,10,False
11,5800000.0,34.8,1,3.0,17,16.0,17,False,False,False,9.5,0,11004.0,1,0,False,2018,10,True
6,3070000.0,47.0,1,2.65,25,18.5,15,False,False,False,12.0,0,20851.0,0,0,False,2018,10,False
9,3700000.0,58.0,2,2.53,10,30.0,6,False,False,False,11.0,2,13096.5,0,0,False,2018,10,False
19,9250000.0,76.6,3,2.6,25,46.8,10,False,False,False,10.0,5,10337.0,0,0,False,2018,10,True
0,4450000.0,63.0,3,2.5,12,39.0,7,False,False,False,7.0,0,13096.5,0,0,False,2018,10,False
16,6600000.0,69.7,2,2.7,17,40.3,14,False,False,False,10.6,0,11890.0,1,0,False,2018,10,True
20,12900000.0,99.1,3,2.65,24,52.6,17,False,False,False,21.6,0,14657.0,0,0,False,2018,10,True
19,5597000.0,55.1,3,2.6,5,37.5,5,False,False,False,5.3,1,9988.0,2,3,False,2018,10,True
10,5300000.0,41.1,1,2.64,18,19.5,13,False,False,False,12.8,1,11775.0,0,2,False,2018,10,True
6,2950000.0,48.0,2,2.65,4,30.0,4,False,False,False,6.5,0,13096.5,0,0,False,2018,10,False
11,5650000.0,55.4,2,2.75,17,30.4,14,False,False,False,10.7,2,13096.5,0,0,False,2018,10,False
9,2570000.0,58.9,3,2.6,5,42.9,4,False,False,False,6.0,0,13096.5,0,0,False,2018,10,False
15,3800000.0,45.9,2,2.6,5,30.0,1,False,False,False,7.54,0,16893.0,1,0,True,2018,10,True
10,5750000.0,60.4,3,2.5,9,43.4,3,False,False,False,6.2,2,16057.0,0,0,False,2018,10,True
20,4600000.0,45.6,2,2.5,5,32.0,1,False,False,False,6.0,0,7881.0,0,1,True,2018,10,True
18,5400000.0,63.2,3,2.5,12,40.7,12,False,False,False,7.1,0,16529.0,1,0,False,2018,10,True
7,2600000.0,30.9,1,2.5,4,18.7,3,False,False,False,5.5,0,13096.5,0,0,False,2018,10,False
12,4600000.0,83.0,4,2.65,9,54.0,9,False,False,False,10.0,0,13096.5,0,0,False,2018,10,False
15,4650000.0,38.1,1,2.65,16,17.6,2,False,False,False,11.9,0,13994.0,0,0,False,2018,10,True
3,2952500.0,27.56,0,2.65,18,19.0,7,False,True,False,9.1,0,14593.0,0,0,True,2018,10,True
14,6350000.0,54.0,1,2.8,25,20.0,18,False,False,False,19.0,0,11062.0,1,1,True,2018,10,True
19,5950000.0,50.0,2,2.7,16,28.4,2,False,False,False,9.1,1,13492.0,0,0,False,2018,10,True
13,11900000.0,109.4,4,2.7,18,64.0,15,False,False,False,16.0,1,16224.0,1,0,False,2018,10,True
4,5215000.0,45.75,1,2.75,26,30.0,4,False,False,False,12.3,1,18193.0,0,0,False,2018,10,True
13,15000000.0,76.0,3,3.0,4,55.2,4,False,False,False,8.8,0,6501.0,1,0,True,2018,10,True
9,2650000.0,31.0,1,2.5,5,18.0,5,False,False,False,5.0,1,28403.0,0,0,True,2018,10,False
1,4720000.0,50.2,2,2.65,2,32.0,2,False,False,False,7.0,0,6604.0,2,0,True,2018,10,True
16,8500000.0,69.2,3,2.65,12,41.4,5,False,False,False,10.7,0,12407.0,0,0,False,2018,10,True
0,5800000.0,52.0,2,2.7,12,30.1,10,False,False,False,8.1,0,12112.0,0,1,False,2018,10,True
6,3700000.0,41.7,3,2.5,5,29.8,3,False,False,False,5.3,0,14520.0,1,1,True,2018,10,True
20,8000000.0,60.0,2,3.0,6,33.0,2,False,False,False,9.0,0,4816.0,0,0,True,2018,10,True
4,4650000.0,57.0,2,2.65,10,31.0,1,False,False,False,12.0,0,14299.0,1,2,False,2018,10,True
4,4100000.0,49.0,1,2.75,9,22.0,4,False,False,False,10.0,0,13096.5,0,0,False,2018,10,False
6,2975000.0,53.0,2,2.85,16,29.0,4,False,False,False,9.0,1,13096.5,0,0,False,2018,10,False
5,4500000.0,56.0,3,2.5,12,33.7,10,False,False,False,6.2,0,18720.0,0,0,False,2018,10,True
13,2700000.0,45.0,2,2.65,4,26.8,1,False,False,False,5.6,0,13096.5,0,0,False,2018,10,False
14,7170000.0,66.1,3,2.65,12,30.0,7,False,False,False,10.8,2,11725.0,1,1,False,2018,10,True
9,14000000.0,109.1,5,4.0,5,80.2,2,False,False,False,10.1,0,4996.0,2,1,True,2018,10,True
16,4250000.0,59.0,3,2.65,9,38.0,1,False,False,False,8.3,2,13096.5,0,0,False,2018,10,False
5,3500000.0,49.5,4,2.65,5,30.0,1,False,False,False,9.1,0,10539.0,0,1,True,2018,10,True
16,7000000.0,78.8,3,2.65,12,47.0,1,False,False,False,14.7,0,15976.0,1,0,True,2018,10,True
18,3050000.0,72.0,3,2.65,5,44.0,4,False,False,False,8.0,0,13096.5,0,0,False,2018,10,False
20,4570000.0,46.8,2,2.5,5,30.5,1,False,False,False,5.7,2,13951.0,1,0,False,2018,10,True
7,3600000.0,61.7,3,2.5,9,39.8,1,False,False,False,9.1,2,30938.0,0,1,True,2018,10,False
6,3400000.0,34.1,1,2.65,25,15.0,12,False,False,False,9.3,2,13096.5,0,0,False,2018,10,False
20,4850000.0,40.1,1,2.7,16,17.1,8,False,False,False,11.0,0,22668.0,0,0,True,2018,10,True
9,10500000.0,78.3,3,2.8,19,43.3,5,False,False,False,12.1,4,15234.0,1,0,True,2018,10,True
14,2250000.0,24.75,0,2.65,19,17.2,6,False,True,False,9.1,2,13096.5,0,0,False,2018,10,False
14,4250000.0,56.3,3,2.5,5,40.0,1,False,False,False,5.5,0,25488.0,1,0,True,2018,10,False
15,3000000.0,33.0,1,2.65,15,15.0,3,False,False,False,11.0,0,13096.5,0,0,False,2018,10,False
5,5097439.0,75.5,3,2.65,19,40.4,3,False,False,False,12.9,0,15186.0,0,0,False,2018,10,True
11,3200000.0,31.1,1,2.65,17,14.6,16,False,False,False,9.4,2,13096.5,0,0,False,2018,10,False
9,5430000.0,49.0,2,2.55,9,31.0,1,False,False,False,6.5,0,5549.0,1,0,False,2018,10,True
6,4450000.0,32.0,1,2.65,9,19.2,3,False,False,False,5.3,1,10558.0,2,1,False,2018,10,True
8,4350000.0,37.7,1,2.65,12,19.0,11,False,False,False,9.8,0,16672.0,1,0,True,2018,10,True
10,1500000.0,34.3,1,2.65,8,13.6,3,False,False,False,8.4,0,13096.5,0,0,False,2018,10,False
15,5048000.0,60.2,3,2.65,9,42.0,3,False,False,False,6.2,0,11795.0,1,1,True,2018,10,True
3,5971494.0,49.5,2,2.65,25,25.97,19,False,False,False,8.94,0,10898.0,0,0,False,2018,10,True
8,5500000.0,68.0,3,2.5,9,48.5,3,False,False,False,6.2,0,17695.0,1,1,True,2018,10,True
18,7800000.0,76.3,3,3.6,6,53.9,6,False,False,False,9.3,0,3062.0,1,1,True,2018,10,True
11,4500000.0,41.0,1,2.7,10,19.0,5,False,False,False,11.0,0,15902.0,1,0,True,2018,10,True
12,4550000.0,42.5,1,2.6,17,19.0,3,False,False,False,10.0,0,16850.0,0,0,True,2018,10,True
8,7000000.0,42.0,1,2.65,3,23.0,2,False,False,False,10.0,0,1507.0,3,3,True,2018,10,True
5,3200000.0,31.9,1,2.53,12,16.9,3,False,False,False,7.1,2,10565.0,2,0,False,2018,10,True
9,3000000.0,30.3,1,2.58,5,16.0,5,False,False,False,6.6,0,14219.0,0,0,True,2018,10,True
19,10990000.0,93.5,4,2.7,19,51.2,13,False,False,False,10.8,0,11526.0,1,1,False,2018,10,True
0,1770000.0,45.0,2,2.65,5,32.0,5,False,False,False,5.5,0,13096.5,0,0,False,2018,10,False
8,3800000.0,39.0,1,2.65,12,20.0,5,False,False,False,10.3,1,14038.0,1,2,False,2018,10,True
18,6850000.0,56.5,2,2.6,9,29.5,6,False,False,False,8.7,2,12874.0,0,0,True,2018,10,True
15,4600000.0,40.0,1,2.5,17,20.0,12,False,False,False,10.0,0,12245.0,2,2,False,2018,10,True
14,2150000.0,41.0,2,2.65,5,25.5,4,False,False,False,6.0,0,13096.5,0,0,False,2018,10,False
11,2170000.0,49.1,2,2.55,5,28.4,4,False,False,False,7.1,4,13096.5,0,0,False,2018,10,False
19,3200000.0,35.4,1,2.65,20,14.5,14,False,False,False,10.1,0,13096.5,0,0,False,2018,10,False
13,3850000.0,40.0,1,2.6,9,18.0,4,False,False,False,12.0,0,13851.0,0,1,False,2018,10,True
8,9400000.0,83.0,3,2.65,4,43.0,4,False,False,False,8.5,0,3490.0,2,3,True,2018,10,True
1,4776000.0,79.6,2,2.8,9,43.2,9,False,False,False,15.8,0,13096.5,0,0,False,2018,10,False
13,10499000.0,91.4,3,2.6,16,49.0,4,False,False,False,12.0,0,14742.0,0,0,True,2018,10,True
9,4700000.0,34.7,1,2.5,16,17.4,2,False,False,False,10.4,2,15140.0,1,0,False,2018,10,True
7,29990000.0,125.0,4,3.0,10,30.0,6,False,False,False,9.1,0,8520.0,1,1,False,2018,10,True
7,11300000.0,123.2,5,2.65,5,81.4,2,False,False,False,16.8,0,3334.0,0,1,True,2018,10,True
10,3724812.0,32.76,1,2.65,5,15.0,3,False,False,False,9.1,0,25865.0,1,1,False,2018,10,True
